Phrase_a_traduire,Phrase_traduite,Sortie_modele
i can't tell you how happy i am that you've come to visit us,je ne peux pas vous dire combien je suis heureux que vous soyez venues nous rendre visite,je ne peux pas vous dire combien je suis heureux que vous soyez venue nous rendre visite
you killed my mother,tu as tué ma mère,tu as tué ma mère
don't forget to call me,n'oublie pas de m'appeler,n'oublie pas de me rappeler
the garden was surrounded by a wooden fence,le jardin était entouré par une barrière en bois,le jardin était en état d'une clôture
my father used to say that time is money,mon père avait l'habitude de dire que le temps c'est de l'argent,mon père avait l'habitude de dire que l'argent est d'argent
can you identify them,pouvez vous les identifier,pouvez vous les suis rencontrées
i'm the one who's sick,je suis celui qui est malade,je suis celui qui est malade
this is really impressive,c'est vraiment impressionnant,c'est vraiment impressionnant
how did you think it would go,comment pensais tu qu'il en irait,comment pensais tu que ça allait
i told you i have a girlfriend,je vous ai dit que j'ai une petite copine,je t'ai dit que j'ai une petite amie
how do you know i didn't do it,comment savez vous que je ne l'ai pas fait,comment sais tu que je ne le faisais pas
is there a problem,y a t il un problème ,y a t il un problème
i'm sure i'll be able to find it,je suis sûr que je pourrais le trouver,je suis sûre que je serai en mesure de le trouver
i can solve this problem,je peux résoudre ce problème,je peux résoudre ce problème
tom explained the problem to me,tom m'a expliqué le problème,tom m'a expliqué le problème
i just feel a little dizzy,je me sens juste un peu étourdie,je me sens juste un peu de vertiges
she decided not to go,elle a décidé de ne pas y aller,elle a décidé de ne pas y aller
what do you think they'll do to me,que penses tu qu'ils me feront,que pensez vous qu'elles me ferez
thank you for your gift,merci pour le cadeau,merci pour ton cadeau
would you like to go with me,aimerais tu y aller avec moi,voudriez vous venir avec moi
i want to know about you,je veux savoir des choses à ton propos,je veux savoir à vous
tom is a red sox fan,tom est un fan des red sox,tom est un d'une manche à cause du coin
they deserved it,ils l'ont mérité,ils l'ont mérité
i wish i could play the guitar as well as you do,j'aimerais pouvoir jouer de la guitare aussi bien que toi,j'aimerais pouvoir jouer de la guitare aussi bien que vous
how important is music in your life,combien la musique est elle importante dans votre vie ,combien est important dans ta vie
tom said he didn't know how to play tennis,tom a dit qu'il ne savait pas faire de tennis,tom a dit qu'il ne savait pas jouer au tennis
you're the reason i came,c’est pour vous que je suis venue,tu es la raison pour laquelle je suis venu
she asked him if he was happy,elle lui demanda s'il était heureux,elle lui demanda s'il était heureux
i wonder what tom is thinking,je me demande ce que tom pense,je me demande ce que tom est en train de penser
tom didn't want to talk to anyone,tom ne voulait parler à personne,tom ne voulait pas parler à personne
don't take his remarks too literally,ne prends pas ses remarques trop au pied de la lettre,ne prenez pas ses notes trop de huit
it's here,elle est ici,c'est ici
a baby is incapable of taking care of itself,un bébé est incapable de prendre soin de lui même,un bébé est dont il faut prendre soin de lui même
the problem resolved itself,le problème s'est résolu tout seul,le problème ne s'est pas tenu
i've been waiting for you for a long time,je vous attends depuis si longtemps,je vous ai attendu longtemps
i did something i regret doing,j'ai fait quelque chose que je regrette d'avoir fait,j'ai fait quelque chose que je regrette
she donated countless pieces to the museum,elle a donné d'innombrables pièces au musée,elle a fait d'innombrables pièces au musée
we didn't know which car we should get in,on ne savait pas trop dans quelle voiture on devait rentrer,nous ne savons pas de voiture nous devrions nous nous nous nous sommes allées
she said that she had to be back before dawn,elle a dit qu'elle devait être de retour avant l'aube,elle a dit qu'elle était de retour avant d'être fin
you can easily judge the ripeness of a banana by the color of its peel,on peut facilement juger de la maturité d'une banane d'après la couleur de sa peau,vous pouvez facilement juger la salle d'une maladie à la couleur de sa couleur
i wish i could change that,j'aimerais pouvoir changer ça,j'aimerais pouvoir changer ça
you're hurting him,vous lui faites mal,vous lui faites mal
leave out this word,laisse ce mot de côté,laisse ce mot
he used a fake i d,il s'est servi d'une fausse carte d'identité,il a utilisé une dent que j'ai voté
i have to be there at 2 30,je dois être là bas à 14 h 30,il faut que j'y aille à deux heures
i will speak to you tomorrow,je parlerai avec toi demain,je te dirai demain
she was completely nonplussed by his unexpected behavior,elle était complètement déroutée par son attitude inattendue,elle était complètement téléphone par son comportement
the courts will decide that,les tribunaux décideront de cela,les comment se là se veulent décider
there's still so much left to do,il y a encore tellement à faire,il y a encore tellement laissé faire
i promise you i'll keep you safe,je te promets que je te maintiendrai en sécurité,je te promets que je te tiendrai en sécurité
they arrived at the hotel,ils sont arrivés à l'hôtel,ils arrivèrent à l'hôtel
that's the part i don't like,c'est la partie que je n'aime pas,c'est la partie je n'aime pas
do you play any sports,pratiquez vous le moindre sport ,jouez vous du sport
i'm definitely impressed,je suis fort impressionnée,je suis très impressionnée
overtaxed heart kidneys and liver are inevitable results of too much food,un cœur des reins et un foie surmenés sont les conséquences inévitables d'une nourriture trop abondante,les plaisir de réveiller et les êtres résultats sont des résultats de la nourriture
i fell in love in an unlikely place,je suis tombé amoureuse dans un endroit improbable,je suis tombé amoureux d'une fois
is tom a common name in your country,est ce que le prénom tom est un prénom courant dans votre pays,tom est ce que tom est un nom de votre pays
i'm intrigued,cela m'intrigue,je suis sorti
stay sharp,reste malin,reste
i like cake,j'aime les gâteaux,j'aime le gâteau
you obviously don't have time,tu n'as à l'évidence pas le temps,vous n'avez pas de temps n'est ce pas
we were thinking of asking you to join our company,nous réfléchissions à vous demander de rejoindre notre société,nous étions en train de te demander de rejoindre notre société
you may sit,vous pouvez vous asseoir,vous pouvez vous asseoir
i'm home all the time,je suis à la maison tout le temps,je suis à la maison tout le temps
what's with all the questions,c'est quoi toutes ces questions,qu'est ce que avec toutes les questions
don't talk about my family,ne parle pas de ma famille,ne parle pas de ma famille
tom can't see anything without his glasses,tom ne voit rien sans ses lunettes,tom ne peut rien voir sans ses lunettes
i want to let go of your hands now,je veux maintenant sortir de ton emprise,je veux laisser vos mains maintenant
i walked as far as the station,j'ai marché jusqu'à la gare,je me suis rendu pour la gare
i think it's worth the risk,je pense que le jeu en vaut la chandelle,je pense que ça vaut le risque
it is rare for him to get angry,il lui est inhabituel de se mettre en colère,il lui est grossier de se mettre en colère
i remember when i was about your age,je me souviens de lorsque j'avais à peu près ton âge,je me souviens quand j'avais à propos de ton âge
i learned to live without her,j’ai appris à vivre sans elle,j'ai appris de vivre sans elle
what time did you go to bed yesterday,à quelle heure êtes vous allé au lit hier,à quelle heure êtes vous allée au lit hier
this box is light,cette caisse est légère,cette boîte est léger
i thought tom was at school,je pensais que tom était à l'école,je pensais que tom était à l'école
do you know the man that's staring at you,connaissez vous l'homme qui vous regarde,connaissez vous l'homme qui te regarde
you're sick,vous êtes malade ,vous êtes malade
it's not too much,ce n'est pas trop,ce n'est pas trop
i remember the first time we met,je me rappelle la première fois que nous nous sommes rencontrés,je me souviens de la première fois que nous nous sommes rencontrées
tell me what you want,dis moi ce que tu veux,dis moi ce que tu veux
what were you dreaming about,à quoi étais tu en train de rêver,à quoi étiez vous en train de rêver
i think it's time for me to clean the chimney,je pense qu'il est temps que je nettoie la cheminée,je pense qu'il est temps pour moi nettoyer la colline
i want you to stay here until i get back,je veux que tu restes ici jusqu'à ce que je revienne,je veux que tu restes ici jusqu'à ce que je revienne
i will give these tickets to whoever wants them,je donnerai ces tickets à celui qui les voudra,je donnerai ces billets à qui les autres veut les autres
strange things happened in that house,des choses étranges ont eu lieu dans cette maison,il y a des choses qui se sont arrivés dans cette maison
she left her ticket at home,elle a laissé son billet chez nous,elle a laissé son ticket à la maison
we had known him for five years when he died,nous le connaissions depuis cinq ans lorsqu'il est mort,nous l'avons su pendant cinq ans lorsqu'il est mort
tell us where tom is,dites nous où est tom,dites nous où tom est
maybe i went a little too far,je suis peut être allé un peu loin,peut être suis je allé un peu trop loin
