Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> do you want me to be happy ? <end>, <start> veux tu que je sois heureuse ? <end>,voulez vous que je sois heureux ? 
 <start> the auto industry is hiring again . <end>, <start> le secteur automobile embauche a nouveau . <end>,le secteur automobile embauche a nouveau . 
 <start> i m not against people owning guns . <end>, <start> je ne suis pas oppose a ce que les gens possedent des armes . <end>,je ne suis pas opposee a ce que les gens possedent des armes . 
 <start> that was my mistake . <end>, <start> au temps pour moi . <end>,c etait ma erreur . 
 <start> i m free today . <end>, <start> je suis libre aujourd hui . <end>,je suis libre aujourd hui . 
 <start> you don t have to apologize . <end>, <start> vous n etes pas forcee de presenter des excuses . <end>,vous n etes pas oblige de presenter des excuses . 
 <start> it s outdated . <end>, <start> c est depasse . <end>,c est demode . 
 <start> be sure to turn out the light when you go out . <end>, <start> assure toi de couper l electricite en partant . <end>,assurez vous d eteindre la lumiere quand vous sortirez . 
 <start> additional imports of american beef are planned to meet rising demand . <end>, <start> il est prevu d augmenter l importation de b uf americain pour satisfaire la demande croissante . <end>,la puissance de plus haute nourriture est prevu de veiller jusqu a d emprunter l emprunter . 
 <start> it must be hard for you . <end>, <start> ca doit etre dur pour toi . <end>,ca doit etre dur pour toi . 
 <start> i can t believe tom is dead . <end>, <start> je ne peux pas croire que tom soit mort . <end>,je n arrive pas a croire que tom soit mort . 
 <start> don t eat without me . <end>, <start> ne mangez pas sans moi ! <end>,ne mangez pas sans moi ! 
 <start> confessions obtained by torture are generally worthless . <end>, <start> les confessions obtenues par la torture sont en general sans valeur . <end>,les confessions obtenues par la torture sont en general sans valeur . 
 <start> no one spoke . <end>, <start> personne ne parla . <end>,personne n a parle . 
 <start> faded jeans are still in fashion . <end>, <start> les jeans delaves sont encore a la mode . <end>,les jeans delaves sont encore a la mode . 
 <start> i finished last . <end>, <start> j ai termine derniere . <end>,j ai fini dernier . 
 <start> you ll never escape that way . <end>, <start> vous ne vous echapperez jamais de cette maniere . <end>,vous ne vous echapperez jamais de cette maniere . 
 <start> i ve asked you this question before . <end>, <start> je vous ai pose cette question auparavant . <end>,je t ai deja pose cette question . 
 <start> who are you angry at ? <end>, <start> contre qui es tu en colere ? <end>,a qui etes vous en colere ? 
 <start> she s not at home now . <end>," <start> elle n est pas chez elle , actuellement . <end>","elle n est pas a la maison , maintenant . "
 <start> how much did you pay for this skirt ? <end>, <start> combien as tu paye cette jupe ? <end>,combien avez vous paye pour cette jupe ? 
 <start> i d like to stand . <end>, <start> j aimerais etre debout . <end>,j aimerais me porter candidat . 
 <start> i don t know how you did it . <end>, <start> je ne sais pas comment vous l avez fait . <end>,j ignore comment tu l as fait . 
 <start> what do you do on sunday ? <end>, <start> que faites vous dimanche ? <end>,que fais tu dimanche ? 
 <start> i like learning languages . <end>, <start> j aime apprendre les langues . <end>,j aime apprendre les langues . 
 <start> you must not touch the paintings . <end>, <start> tu ne dois pas toucher les toiles . <end>,vous ne devez pas toucher les toiles . 
 <start> the boy got lost in the forest . <end>, <start> le garcon se perdit dans la foret . <end>,le garcon se perdit dans la foret . 
 <start> life is full of mysteries . <end>, <start> la vie est pleine de mysteres . <end>,la vie est pleine de mysteres . 
 <start> what will it all cost ? <end>, <start> combien cela coutera t il en tout ? <end>,combien ca coute ? 
 <start> i want some of those . <end>, <start> je veux quelques unes de celles ci . <end>,je veux quelques unes de ceux la . 
 <start> no one s convinced . <end>, <start> personne n est convaincu . <end>,personne n est convaincu . 
 <start> let s talk about tom and what he s done . <end>, <start> parlons de tom et de ce qu il a fait . <end>,parlons de tom et ce qu il a fait . 
 <start> find the cat . <end>, <start> trouve le chat . <end>,trouve le chat . 
 <start> i said this a long time ago . <end>, <start> j ai dit ceci il y a longtemps . <end>,j ai dit cela il y a longtemps . 
 <start> the courts will decide that . <end>, <start> les tribunaux en decideront . <end>,les tribunaux decideront de cela . 
 <start> i want you to call the police . <end>, <start> je veux que vous appeliez la police . <end>,je veux que vous appeliez la police . 
 <start> i bought that record in this store . <end>, <start> j ai achete ce disque la dans ce magasin . <end>,j ai achete ce disque la dans ce magasin . 
 <start> here is a letter for you . <end>, <start> voici une lettre pour vous . <end>,voici une lettre pour toi . 
 <start> you re no longer allowed to speak . <end>, <start> tu n es plus autorise a parler . <end>,tu n es plus autorisee a parler . 
 <start> i m just following orders . <end>, <start> je ne fais qu obeir aux ordres . <end>,je ne suis qu obeir aux ordres . 
 <start> hitler led germany into war . <end>, <start> hitler conduisit l allemagne a la guerre . <end>,a l allemagne en guerre . 
 <start> i m getting off at the next station . <end>, <start> j ai l intention de descendre au prochain arret . <end>,je descends a la prochaine gare . 
 <start> the meeting room is occupied at the moment . <end>, <start> la salle de reunion est occupee pour le moment . <end>,la reunion est occupee a l instant . 
" <start> lend me your book , please . <end>"," <start> prete moi ton livre , s il te plait . <end>",prete moi ton livre s il te plait . 
 <start> don t do anything you might regret . <end>, <start> ne fais rien que tu pourrais regretter . <end>,ne faites rien que vous pourriez regretter . 
 <start> the party was a success . <end>, <start> la fete a ete un succes . <end>,la fete a ete un succes . 
 <start> the money s on the table . <end>, <start> l argent est sur la table . <end>,l argent est sur la table . 
 <start> tom prepared dinner by himself . <end>, <start> tom a prepare lui meme le diner . <end>,tom prepare le diner tout seul . 
 <start> kids are smarter than you think . <end>, <start> les enfants sont plus malins que vous ne pensez . <end>,les enfants sont plus malins que vous ne pensez . 
 <start> i know where you keep your gun . <end>, <start> je sais ou tu gardes ton arme . <end>,je sais ou tu gardes ton flingue . 
 <start> just tell me what happened . <end>, <start> dis moi juste ce qui est arrive ! <end>,dites moi juste ce qui est arrive ! 
 <start> i m terrible at math . <end>, <start> je suis epouvantable en math . <end>,je suis epouvantable en math . 
 <start> he was running and calling for help . <end>, <start> il courait et appelait a l aide . <end>,il courait et appeler a l aide . 
 <start> none of the windows were open . <end>, <start> aucune des fenetres n etait ouverte . <end>,aucun des fenetres n etait ouvert . 
 <start> those were the best years of my life . <end>, <start> c etaient les meilleures annees de ma vie . <end>,ce furent les meilleurs annees de ma vie . 
 <start> let s stop at the next gas station . <end>, <start> arretons nous a la prochaine station d essence . <end>,arretons nous a la prochaine station d essence . 
 <start> i met him on the previous day . <end>, <start> je l ai rencontre la veille . <end>,je l ai rencontre avant le jour . 
 <start> it s never too late to make amends for harm done . <end>, <start> il n est jamais trop tard pour reparer le mal qui a ete fait . <end>,il n est jamais trop vieux pour se repentir de mal mal . 
 <start> i feel like going to the movies . <end>, <start> j ai envie d aller au cinema . <end>,j ai envie de me rendre au cinema . 
 <start> he won t leave us alone . <end>, <start> il ne va pas nous foutre la paix . <end>,il ne nous laisse pas seuls . 
 <start> i want a piece of pie . <end>, <start> je veux une part de tarte . <end>,je veux un morceau de tarte . 
 <start> skip the boring chapters . <end>, <start> saute les chapitres ennuyeux . <end>,saute les chapitres ennuyeux . 
 <start> he was angry with himself . <end>, <start> il etait en colere contre lui meme . <end>,il etait en colere contre lui meme . 
 <start> he is a bad driver . <end>, <start> il est mauvais conducteur . <end>,c est un mauvais conducteur . 
 <start> i want to check something . <end>, <start> je veux verifier quelque chose . <end>,je veux verifier quelque chose . 
 <start> you re the master . <end>, <start> c est toi la maitresse . <end>,c est toi le maitre . 
 <start> he is absorbed in the study of latin . <end>, <start> il est plonge dans les cours de latin . <end>,il est absorbe dans l etude du latin . 
 <start> i didn t know that would happen . <end>, <start> je ne savais pas que cela arriverait . <end>,je ne savais pas que ca arriverait . 
" <start> if for some reason a man stopped thinking , that man would no longer be a man . <end>"," <start> si , pour une quelconque raison , un homme s arretait de penser , il cesserait d etre un homme . <end>","si , pour une raison quelconque , un homme s arretait de penser , celui qui ne serait plus un homme . "
 <start> i never should ve left you . <end>, <start> je n aurais jamais du vous quitter . <end>,je n aurais jamais du vous quitter . 
 <start> i ll get you a towel . <end>, <start> je vais te chercher une serviette de toilette . <end>,je vais te chercher une serviette de toilette . 
 <start> i think i look fat in these jeans . <end>," <start> je pense avoir l air gros , dans ce jean . <end>","je pense avoir l air gros , dans ce jean . "
 <start> he came out on top . <end>, <start> il termina en tete . <end>,il debuta au sommet . 
" <start> from the position of the wounds on the body , the police could tell that the attacker was left handed . <end>"," <start> a partir de la position des blessures sur le corps , la police a pu declarer que l attaquant etait gaucher . <end>","du fait de la position des blessures sur le corps , la police pourrait declarer que l attaquant etait gaucher . "
 <start> i ll buy a ford . <end>, <start> j acheterai une ford . <end>,j acheterai une os . 
 <start> i m very upset . <end>, <start> je suis fort contrarie . <end>,je suis tres contrarie . 
" <start> i had a very tight schedule last week , but this week i m relatively free . <end>"," <start> j ai eu un programme tres charge la semaine derniere , mais cette semaine , je suis relativement libre . <end>","j ai un programme tres charge la semaine derniere , mais cette semaine je suis relativement libre . "
 <start> it was tom that i was supposed to talk to . <end>, <start> c est a tom que j etais cense parler . <end>,c est tom que j etais cense parler . 
 <start> did you buy a return ticket ? <end>, <start> as tu fait l acquisition d un billet de retour ? <end>,avez vous achete un billet de retour ? 
