Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i believe tom will be acquitted . <end>, <start> je suis sure que tom sera acquitte . <end>,je crois que tom sera acquitte . 
 <start> we re alone here . <end>, <start> nous sommes seuls ici . <end>,nous sommes seules ici . 
 <start> let me check my wallet . <end>, <start> laisse moi verifier mon portefeuille ! <end>,laissez moi controler mon portefeuille ! 
 <start> has your dog ever bitten you ? <end>, <start> votre chien vous a t il jamais mordu ? <end>,ton chien vous a t il jamais mordu ? 
 <start> i imagined that . <end>, <start> je l avais imagine . <end>,je l ai imagine . 
 <start> those are very famous people . <end>, <start> ce sont des gens tres celebres . <end>,ceux la sont tres celebres . 
 <start> he is bound to pass the entrance examination . <end>, <start> il est oblige de reussir l examen d entree . <end>,il a des yeux a l examen d entree . 
 <start> the rain lasted for three days . <end>, <start> la pluie a dure trois jours . <end>,la pluie a dure trois jours . 
 <start> she s an angel . <end>, <start> c est un ange . <end>,c est un ange . 
 <start> i need lots of time . <end>, <start> il me faut beaucoup de temps . <end>,j ai besoin de beaucoup de temps . 
 <start> everyone knows what tom is doing . <end>, <start> tout le monde sait ce que tom fait . <end>,tout le monde sait ce que tom fait . 
 <start> i know that you are vegetarians . <end>, <start> je sais que vous etes vegetariens . <end>,je sais que tu es vegetariens . 
 <start> bring a lunch . <end>, <start> apporte a diner ! <end>,apporte un dejeuner ! 
 <start> do you know where i live ? <end>, <start> savez vous ou j habite ? <end>,savez vous ou je vis ? 
 <start> tom gave his father a tie on father s day . <end>, <start> tom a donne une cravate a son pere le jour de la fete des peres . <end>,tom a donne une cravate a son pere toute la journee de mary . 
 <start> she advised him to get more exercise . <end>, <start> elle lui conseilla de faire davantage d exercice . <end>,elle lui conseilla de faire davantage d exercice . 
 <start> how long have you been a teacher ? <end>, <start> combien de temps avez vous ete enseignant ? <end>,combien de temps avez vous ete enseignante ? 
" <start> you re not bored , are you ? <end>"," <start> vous ne vous ennuyez pas , si ? <end>","vous ne vous ennuyez pas , si ? "
 <start> i am from shizuoka . <end>, <start> je suis de shizuoka . <end>,je suis de shizuoka . 
 <start> i thought we had more time . <end>, <start> je pensais que nous disposions de davantage de temps . <end>,je pensais que nous disposions de davantage de temps . 
 <start> try to be more punctual from now on . <end>," <start> essayez d etre plus ponctuelles , desormais . <end>","essayez d etre plus ponctuelle , desormais . "
 <start> i can t wait to shower . <end>, <start> je hate de me doucher . <end>,j ai hate de me doucher . 
 <start> i don t want to be told what to do . <end>, <start> je ne veux pas qu on me dise quoi faire . <end>,je ne veux pas qu on me dise quoi faire . 
 <start> too late . <end>, <start> trop tard . <end>,trop tard . 
 <start> he pulled open the door . <end>, <start> il ouvrit la porte . <end>,il a tire la porte . 
 <start> i was just trying to help . <end>, <start> j essayais juste d aider . <end>,j essayais juste d aider . 
 <start> don t ever talk to me again . <end>, <start> ne me parlez jamais plus ! <end>,ne me reparlez plus jamais ! 
 <start> i appreciate the hospitality . <end>, <start> j apprecie l hospitalite . <end>,j apprecie votre hospitalite . 
 <start> didn t you read the book ? <end>, <start> n avez vous pas lu le livre ? <end>,n avez vous pas lu le livre ? 
 <start> i did everything in my power to protect her from you . <end>, <start> j ai fait tout ce qui etait en mon pouvoir pour la proteger de vous . <end>,j ai fait tout ce qui etait en mon pouvoir pour la proteger de toi . 
 <start> tell us all about it . <end>, <start> parle nous en ! <end>,raconte nous en tout ! 
 <start> they are arguing . <end>, <start> ils se disputent . <end>,ils se disputent . 
 <start> i don t care who you are . <end>, <start> je me fiche de qui vous etes . <end>,je me fiche de savoir a qui tu es . 
 <start> i was drinking tea all morning . <end>, <start> j ai bu du the pendant toute la matinee . <end>,j etais en train de boire du the toute la matinee . 
 <start> what kind of music does tom like ? <end>, <start> quelle sorte de musique aime tom ? <end>,quelle sorte de musique aime bien ? 
 <start> why are we wasting time with this ? <end>, <start> pourquoi perd on du temps avec ca ? <end>,pourquoi perd on du temps avec ca ? 
 <start> you should be careful . <end>, <start> vous devriez faire attention . <end>,tu devrais faire attention . 
 <start> don t work too hard ! <end>, <start> ne travaille pas trop dur ! <end>,ne travaille pas trop dur ! 
 <start> this music is from the s . <end>, <start> cette musique date des annees quarante . <end>,cette musique est de la sienne . 
 <start> this chapter will focus on the concepts of geometry . <end>, <start> ce chapitre sera consacre aux concepts de la geometrie . <end>,ce chapitre qui marchera sur le champ de la rejouissance . 
 <start> do you want to give up ? <end>, <start> veux tu abandonner ? <end>,voulez vous abandonner ? 
 <start> do you have a valid passport ? <end>, <start> as tu un passeport valide ? <end>,avez vous un passeport valide ? 
 <start> we looked around the property . <end>, <start> on a fait le tour de la propriete . <end>,nous avons regarde autour de la palissade . 
 <start> i really don t have anything else to say . <end>, <start> je n ai vraiment rien d autre a dire . <end>,je n ai vraiment rien d autre a dire . 
 <start> did you go to the last class ? <end>, <start> as tu assiste au dernier cours ? <end>,etes vous alle au dernier cours ? 
 <start> i do a lot of things . <end>, <start> je fais de nombreuses choses . <end>,j ai beaucoup de choses . 
 <start> we re the good guys . <end>, <start> nous sommes les gentils . <end>,nous sommes les gentils . 
 <start> are they canadian ? <end>, <start> sont elles canadiennes ? <end>,sont ils canadiens ? 
 <start> i need the following items . <end>, <start> j ai besoin des choses suivantes . <end>,j ai besoin de les jeux de ses yens . 
 <start> you should go to the dentist and have that tooth pulled out . <end>, <start> vous devriez aller chez le dentiste pour vous faire extraire cette dent . <end>,vous devriez aller chez le dentiste vous faire extraire la dent . 
 <start> what have i done with my keys ? <end>, <start> qu ai je fait de mes cles <end>,qu ai je fait de mes cles 
 <start> i wanted to know why you didn t come yesterday . <end>, <start> je voulais savoir pourquoi vous n etes pas venue hier . <end>,je voulais savoir pourquoi tu n es pas venu hier . 
 <start> no one can say . <end>, <start> personne ne peut le dire . <end>,personne ne peut le dire . 
 <start> she seems to have been ill . <end>, <start> elle semble avoir ete malade . <end>,elle semble avoir ete malade . 
 <start> the bicycle is mine . <end>, <start> cette bicyclette m appartient . <end>,le velo est a moi . 
 <start> are you going to the concert tonight ? <end>, <start> allez vous au concert ce soir ? <end>,vas tu au concert ce soir ? 
 <start> he got into bed . <end>, <start> il se mit au lit . <end>,il se mit au lit . 
 <start> frictions between japan and the u . s . are easing up for a change . <end>," <start> les frictions entre le japon et les etats unis d amerique se detendent , pour changer . <end>",les frictions entre le japon et les etats unis d amerique se detendent en changement . 
 <start> did tom tell you where he was going ? <end>, <start> tom t a t il dit ou il allait ? <end>,tom t a t il dit ou il allait ? 
 <start> is there somebody else here ? <end>, <start> y a t il quelqu un d autre ici ? <end>,y a t il quelqu un d autre ici ? 
 <start> have you already chosen ? <end>, <start> avez vous deja choisi ? <end>,avez vous deja choisi ? 
 <start> i have been to the library . <end>, <start> je suis alle a la bibliotheque . <end>,je suis alle a la bibliotheque . 
 <start> i can t really remember . <end>, <start> je n arrive pas vraiment a me souvenir . <end>,je n arrive pas vraiment a me souvenir . 
" <start> the electricity went out , but it s back on now . <end>"," <start> il y a eu une coupure d electricite , mais maintenant c est revenu . <end>","l electricite est coupee , mais c est revenu . "
 <start> he s always looking at you . <end>, <start> il vous regarde toujours . <end>,il vous regarde toujours . 
" <start> of the eight , only one was found guilty . <end>"," <start> des huit , seul un fut declare coupable . <end>","des huit , un seul a ete declare coupable . "
 <start> are there two windows in your room ? <end>, <start> y a t il deux fenetres dans ta chambre ? <end>,y a t il deux fenetres dans ta chambre ? 
 <start> you re the sweetest . <end>, <start> vous etes la plus mignonne . <end>,tu es la plus mignonne . 
 <start> i found the empty box . <end>, <start> je trouvai la boite vide . <end>,j ai trouve la boite vide . 
 <start> we have to be careful . <end>, <start> nous devons etre prudents . <end>,il nous faut faire attention . 
 <start> this doesn t fit . <end>, <start> ca ne colle pas . <end>,ca ne correspond pas . 
 <start> can you help me paint my house ? <end>, <start> peux tu m aider a peindre ma maison ? <end>,peux tu m aider a peindre ma maison ? 
 <start> tom eats at least three bowls of rice every day . <end>, <start> tom mange au moins trois bols de riz tous les jours . <end>,tom mange au moins trois bols de riz tous les jours . 
 <start> they want you dead . <end>, <start> elles te veulent mort . <end>,elles vous veulent morte . 
 <start> i need to have a talk with you . <end>, <start> je dois avoir une discussion avec toi . <end>,il me faut avoir une conversation avec toi . 
 <start> i m failing at my job . <end>, <start> j echoue dans mon travail . <end>,j echoue dans mon travail . 
 <start> i didn t know that this was the first time you kissed a girl . <end>, <start> je ne savais pas que c etait la premiere fois que tu embrassais une fille . <end>,je ne savais pas que ca etait la premiere fois que vous avez embrasse une fille . 
 <start> i know someone who can help you . <end>, <start> je connais quelqu un qui peut vous aider . <end>,je connais quelqu un qui peut vous aider . 
 <start> i feel ready . <end>, <start> je me sens prete . <end>,je me sens pret . 
 <start> i made the woman angry . <end>, <start> j ai mis la femme en colere . <end>,j ai mis en colere . 
 <start> please don t leave valuable things here . <end>, <start> s il te plait ne laisse pas des choses de valeur ici . <end>,"s il vous plait , ne vous laissez pas les choses de plus . "
 <start> don t touch the stove . <end>, <start> ne touche pas le poele . <end>,ne touche pas la cuisiniere . 
 <start> you can t go alone . <end>, <start> tu ne peux pas y aller seul . <end>,tu ne peux pas y aller seul . 
 <start> sorry . it s all my fault . <end>, <start> desole ! tout est de ma faute . <end>,desole ! tout est de ma faute . 
 <start> tom never knew his father . <end>, <start> tom n a jamais connu son pere . <end>,tom ne savait jamais son pere . 
