Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i keep having this dream about drowning . <end>, <start> j ai constamment ce reve de me noyer . <end>,j ai constamment ce reve de se noyer . 
 <start> i ve been looking for you everywhere . <end>, <start> je vous cherche partout . <end>,je t ai cherche partout . 
 <start> he didn t say a word to me all day . <end>, <start> il ne me dit mot de la journee . <end>,il ne m a pas dit un mot de la journee . 
 <start> tom didn t tell me who he was waiting for . <end>, <start> tom ne m a pas dit qui il attendait . <end>,tom ne m a pas dit qui il etait attendu . 
 <start> these gifts are for you . <end>, <start> ces cadeaux sont pour toi . <end>,ces cadeaux sont pour toi . 
" <start> mary thought that tom would ask her to the prom , but he asked someone else . <end>"," <start> mary pensait que tom allait l inviter pour le bal , mais il a invite quelqu un d autre . <end>","mary pensait que tom allait la demander au bal , mais il a visite quelqu un d autre . "
 <start> the guitar player is my brother . <end>, <start> le garcon qui joue de la guitare est mon frere . <end>,la guitare est mon frere . 
 <start> she betrayed you . <end>, <start> elle t a trahie . <end>,elle vous a trahis . 
 <start> your dreams will come true . <end>, <start> vos reves deviendront realite . <end>,vos reves se realiseront . 
 <start> we re going upstairs . <end>, <start> nous montons . <end>,nous montons . 
 <start> this dictionary isn t mine . <end>, <start> ce dictionnaire n est pas a moi . <end>,ce dictionnaire n est pas a moi . 
 <start> do you know anyone here ? <end>," <start> connaissez vous quiconque , ici ? <end>",connaissez vous qui que ce soit ici ? 
 <start> i ll see what is possible . <end>, <start> je verrai ce qui est possible . <end>,je verrai ce qui est possible . 
 <start> you re all insane . <end>, <start> vous etes tous malades . <end>,vous etes tous malades . 
 <start> i had a similar experience . <end>, <start> j ai fait une experience semblable . <end>,j ai eu une experience semblable . 
 <start> his new book is going to come out next month . <end>, <start> son prochain livre va sortir le mois prochain . <end>,son prochain livre va sortir le mois prochain . 
 <start> i m more than happy . <end>, <start> je suis plus qu heureuse . <end>,je suis plus qu heureux . 
 <start> i feel normal . <end>, <start> je me sens normal . <end>,je me sens normale . 
 <start> tom started yelling . <end>, <start> tom commenca a crier . <end>,tom a commence a crier . 
 <start> i hate when that happens . <end>, <start> je deteste lorsque ca survient . <end>,je deteste quand ca survient . 
 <start> where would you like to sit ? <end>, <start> ou desirez vous vous asseoir ? <end>,ou aimerais tu t asseoir ? 
 <start> count up to thirty . <end>, <start> comptez jusqu a trente . <end>,comptez jusqu a trente . 
 <start> look at the meter . <end>, <start> regarde le compteur . <end>,regarde le compteur . 
 <start> i thought you were a decent young woman . <end>, <start> je pensais que vous etiez une jeune fille convenable . <end>,je pensais que vous etiez un vrai garcon . 
 <start> what do you do when you don t have time to eat lunch ? <end>, <start> que fait on lorsque on n a pas le temps de dejeuner ? <end>,que fais tu lorsque tu n as pas le temps de dejeuner ? 
 <start> i opened a checking account . <end>, <start> j ai ouvert un compte cheques . <end>,j ai ouvert un compte cheques . 
" <start> the sooner you leave , the better . <end>"," <start> le plus tot vous partirez , le mieux ce sera . <end>","le plus tot vous partirez , le meilleur . "
 <start> i can t believe i showed you that . <end>, <start> je n arrive pas a croire que je vous aie montre ca . <end>,je n arrive pas a croire que j aie montre ca . 
" <start> actually , i m not quite sure . <end>"," <start> en verite , je n en suis pas tout a fait sur . <end>","en verite , je n en suis pas tout a fait sure . "
 <start> i paid attention . <end>, <start> j ai prete attention . <end>,j ai prete attention . 
 <start> they can t push us around . <end>, <start> elles ne peuvent pas nous intimider . <end>,elles ne peuvent pas nous intimider . 
" <start> don t do anything stupid , ok ? <end>"," <start> ne fais rien de stupide , d accord ? <end>","ne faites rien de stupide , d accord ? "
 <start> am i talented ? <end>, <start> ai je du talent ? <end>,est ce que je partage ? 
 <start> i am a foreigner . <end>, <start> je suis etranger . <end>,je suis etranger . 
 <start> she felt her heart beating fast . <end>, <start> elle sentit son c ur battre la chamade . <end>,elle sentit son c ur s emballer . 
 <start> my idea is quite different from yours . <end>, <start> mon idee est assez differente de la tienne . <end>,mon idee est tout a fait different du tien . 
 <start> i just want you to know i m sorry . <end>, <start> je veux juste que vous sachiez que je suis desolee . <end>,je veux juste que tu saches que je suis desolee . 
 <start> i asked what he was going to do . <end>, <start> j ai demande ce qu il allait faire . <end>,j ai demande ce qu il allait faire . 
 <start> what would you like to do ? <end>, <start> qu aimeriez vous faire ? <end>,que voudrais tu faire ? 
 <start> the clock stopped . <end>, <start> la pendule s arreta . <end>,l horloge s arreta . 
 <start> tom is good at cooking . <end>, <start> tom est un bon cuisinier . <end>,tom est bon cuisinier . 
 <start> i just didn t want to take any chances . <end>, <start> je n ai simplement voulu prendre aucun risque . <end>,je ne voulais simplement pas prendre aucun risque . 
 <start> the doctor took my pulse . <end>, <start> le docteur prit mon pouls . <end>,le docteur prit mon pouls . 
 <start> i m not going to the movies with you . <end>, <start> je ne vais pas au cinema avec toi . <end>,je ne vais pas au cinema avec toi . 
" <start> since it was raining , we had to eat our picnic lunch indoors . <end>"," <start> comme il pleuvait , nous dumes manger notre pique nique a l interieur . <end>","comme il pleuvait , nous dumes manger notre pique nique a l interieur . "
 <start> tom quietly opened the door and tiptoed into the room . <end>, <start> tom a ouvert la porte sans faire de bruit et est entre dans la piece sur la pointe des pieds . <end>,tom ouvrit la porte sans marche dans la piece . 
 <start> don t laugh at him for making a mistake . <end>, <start> ne te moque pas de lui parce qu il a fait une erreur . <end>,ne vous moque pas de lui pour faire une erreur . 
 <start> her son is sure to succeed . <end>, <start> son fils est certain de reussir . <end>,son fils est sur de reussir . 
 <start> i m way stronger than i used to be . <end>, <start> je suis bien plus forte que je ne l etais avant . <end>,je suis bien plus forte que je ne savais . 
 <start> tom is wearing a black tie . <end>, <start> tom porte une cravate noire . <end>,tom porte une cravate noire . 
 <start> shoes are sold in pairs . <end>, <start> les chaussures se vendent par paires . <end>,les chaussures sont vendus par paires . 
 <start> is it raining ? <end>, <start> pleut il ? <end>,pleut il ? 
 <start> it is a pity that he has no sense of humor . <end>, <start> il est dommage qu il n ait aucun sens de l humour . <end>,il est dommage qu il n ait aucun sens de l humour . 
 <start> what has brought you here so early ? <end>, <start> qu est ce qui vous a amene si tot ? <end>,qu a t amene ici aussi tot ? 
 <start> yesterday was a good day . <end>, <start> hier etait une bonne journee . <end>,hier fut un bon jour . 
" <start> he has retired , but he is still an actual leader . <end>"," <start> il a pris sa retraite , mais c est encore lui le vrai dirigeant . <end>",il a pris sa retraite mais il est encore un meneur . 
 <start> there is a rumor that the radicals are plotting against the government . <end>, <start> il y a une rumeur que les radicaux complotent contre le gouvernement . <end>,il y a une rumeur que les radicaux complotent contre le gouvernement . 
 <start> he s wide awake . <end>, <start> il est tout a fait eveille . <end>,il est tout a fait eveille . 
 <start> start the car . <end>, <start> demarrez la voiture ! <end>,demarre la voiture ! 
 <start> i ve always wanted to meet you . <end>, <start> j ai toujours voulu faire votre connaissance . <end>,j ai toujours voulu te rencontrer . 
 <start> i wish i had a reason not to stay . <end>, <start> si seulement j avais une raison de ne pas rester ! <end>,j aimerais avoir une raison de ne pas rester . 
 <start> my mother set the table for dinner . <end>, <start> ma mere mit la table pour le diner . <end>,ma mere a confectionne la table pour le diner . 
 <start> she told me not to go there alone . <end>, <start> elle m a dit de ne pas y aller seul . <end>,elle m a dit de ne pas y aller seul . 
 <start> i m starting to feel desperate . <end>, <start> je commence a me sentir desespere . <end>,je commence a me sentir desespere . 
" <start> if i tell her the truth , she will never forgive me . <end>"," <start> si je lui dis la verite , elle ne me pardonnera jamais . <end>","si je lui dis la verite , elle ne me pardonnera jamais . "
 <start> it ll happen . <end>, <start> ca aura lieu . <end>,ca surviendra . 
 <start> i don t think he has anything to do with the matter . <end>, <start> je ne pense pas qu il ait quelque chose a voir avec ca . <end>,je ne pense pas avoir quoi que ce soit a voir avec cette affaire . 
 <start> aren t you surprised to see me ? <end>, <start> n es tu pas surpris de me voir ? <end>,n es tu pas surpris de me voir ? 
 <start> just do what i did . <end>, <start> fais juste ce que j ai fait ! <end>,fais juste ce que j ai fait ! 
" <start> when i woke up this morning , i felt sick . <end>"," <start> lorsque je me suis reveillee ce matin , je me sentais malade . <end>","lorsque je me suis reveille ce matin , je me suis sentie malade . "
 <start> you re telling lies again . <end>, <start> tu racontes encore des mensonges . <end>,tu racontes encore des mensonges . 
 <start> i can t believe you just did that . <end>, <start> je ne parviens pas a croire que tu viennes de faire ca . <end>,je n arrive pas a croire que vous veniez de faire cela . 
 <start> that s what s driving me crazy . <end>, <start> c est ce qui me rend fou . <end>,c est ce qui me rend fou . 
 <start> when will it happen ? <end>, <start> quand est ce que ca arrivera ? <end>,quand cela se produit t il ? 
 <start> how many beers have you had ? <end>, <start> combien de bieres avez vous bues ? <end>,combien de bieres avez vous bues ? 
 <start> i fell in love . <end>, <start> je suis tombee amoureuse . <end>,je suis tombee amoureuse . 
 <start> please take my advice . <end>," <start> s il vous plait , suivez mon conseil . <end>","enleve mon conseil , je te prie . "
 <start> i don t want you to worry about anything . <end>, <start> je ne veux pas que tu te fasses de soucis a propos de quoi que ce soit . <end>,je ne veux pas que vous vous fassiez de soucis . 
 <start> why didn t you come into work yesterday ? <end>," <start> pourquoi n es tu pas venu au travail , hier ? <end>","pourquoi n etes vous pas venu au travail , hier ? "
